timestamp            signal_strength  packet_loss_rate  round_trip_time  communication_protocol  frequency_band  encryption_type  drone_gps_coordinates   altitude                speed_tra>
2019-11-01 00:00:00  -60              0                 50               ZigBee                  5.0             AES              "(-11.69864152850468     86.89778588010734)"    291      >
2019-11-01 01:00:00  -64              0                 50               LoRa                    2.4             AES              "(66.98918792506822      -140.91891468822496)"  100      >
2019-11-01 02:00:00  -60              0                 194              ZigBee                  2.4             AES              "(-31.711586784829194    36.5632095665857)"     226      >
2019-11-01 03:00:00  -60              0                 50               Wi-Fi                   2.4             AES              "(3.5943733073538198     74.7992608739666)"     100      >
2019-11-01 04:00:00  -69              0                 50               Wi-Fi                   2.4             Plain-text       "(41.4738797417983       -100.00817301602393)"  100      >
2019-11-01 05:00:00  -60              0                 50               ZigBee                  5.0             AES              "(10.739601765879641     35.622493669368566)"   100      >
2019-11-01 06:00:00  -60              0                 183              Wi-Fi                   2.4             AES              "(-75.13963481226648     140.1003305768412)"    100      >
2019-11-01 07:00:00  -65              0                 50               Wi-Fi                   2.4             RSA              "(-14.399321878741006    84.26010472311361)"    100      >
2019-11-01 08:00:00  -60              0                 161              ZigBee                  2.4             AES              "(20.359832372795736     30.812794818220652)"   100      >
2019-11-01 09:00:00  -60              0                 50               Wi-Fi                   2.4             AES              "(-6.8410102142537       -151.76147499522574)"  100      >
2019-11-01 10:00:00  -60              0                 50               Wi-Fi                   2.4             AES              "(-61.92984778123549     93.64919690902406)"    100      >
2019-11-01 11:00:00  -60              0                 410              ZigBee                  915.0           AES              "(-10.783009060369693    86.67229713832478)"    100      >
2019-11-01 12:00:00  -60              0                 50               ZigBee                  5.0             AES              "(-58.00912070371403     -14.189194657548882)"  100      >
2019-11-01 13:00:00  -60              0                 50               Wi-Fi                   915.0           AES              "(16.819006983891796     74.44706138917326)"    100      >
2019-11-01 14:00:00  -60              0                 384              Wi-Fi                   2.4             AES              "(52.11829188704772      146.6122349652436)"    100      >
2019-11-01 15:00:00  -60              11                50               Wi-Fi                   5.0             AES              "(-17.754238899043997    -165.9432382430366)"   100      >
2019-11-01 16:00:00  -60              0                 50               ZigBee                  5.0             RSA              "(59.97013910939998      146.77662652814308)"   100      >
2019-11-01 17:00:00  -60              0                 436              Wi-Fi                   2.4             AES              "(-9.304209099393347     144.3848477208428)"    100      >
2019-11-01 18:00:00  -60              0                 307              Wi-Fi                   915.0           RSA              "(45.25513998150325      -115.02535955568243)"  100      >
2019-11-01 19:00:00  -60              0                 153              LoRa                    5.0             AES              "(15.35755653645694      -73.22658802924065)"   100      >
2019-11-01 20:00:00  -60              0                 50               Wi-Fi                   2.4             AES              "(-36.39658837513392     -39.324433916166754)"  100      >
2019-11-01 21:00:00  -60              0                 50               ZigBee                  915.0           AES              "(-56.90886780092569     -141.69025871354677)"  100      >
2019-11-01 22:00:00  -60              0                 50               Wi-Fi                   2.4             AES              "(73.0028218111658       -161.21797867835505)"  100      >
2019-11-01 23:00:00  -60              0                 50               Wi-Fi                   915.0           AES              "(-63.6537816391737      169.6502256355484)"    100      >
2019-11-02 00:00:00  -60              0                 324              Wi-Fi                   5.0             AES              "(60.60350168035848      9.60496487156081)"     100      >
2019-11-02 01:00:00  -60              0                 481              ZigBee                  5.0             AES              "(-39.195475231867775    -164.3206781914593)"   489      >
2019-11-02 02:00:00  -60              0                 195              Wi-Fi                   5.0             AES              "(42.206845853710604     49.64074410999524)"    100      >
2019-11-02 03:00:00  -60              0                 240              Wi-Fi                   2.4             AES              "(-69.42971936900605     -142.5598187009357)"   100      >
2019-11-02 04:00:00  -60              0                 50               LoRa                    915.0           AES              "(14.809492366431158     -149.19029739023298)"  100      >
2019-11-02 05:00:00  -60              0                 50               Wi-Fi                   5.0             RSA              "(20.03747825954416      -17.171368428829)"     100      >
2019-11-02 06:00:00  -60              0                 50               ZigBee                  5.0             RSA              "(16.680220131625447     102.10725140951484)"   100      >
2019-11-02 07:00:00  -60              0                 50               ZigBee                  915.0           Plain-text       "(44.30985451029588      -174.65729440931568)"  100      >
2019-11-02 08:00:00  -60              0                 50               Wi-Fi                   2.4             Plain-text       "(-34.865058625079485    118.87541079713941)"   100      >
2019-11-02 09:00:00  -60              0                 50               Wi-Fi                   915.0           AES              "(-80.35938211598464     -166.255438565183)"    100      >
2019-11-02 10:00:00  -60              0                 405              Wi-Fi                   5.0             AES              "(-52.14800796560506     34.01989754156804)"    100      >
2019-11-02 11:00:00  -60              0                 50               Wi-Fi                   2.4             AES              "(5.50590400113083       62.93051109035247)"    100      >
